instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,check_out,check in
6641,10/9/2011,4,0,10,6,0,0,0,1,0.44,0.4394,0.88,0,7,14,21,14
6642,10/9/2011,4,0,10,7,0,0,0,1,0.44,0.4394,0.86,0,18,26,44,26
6643,10/9/2011,4,0,10,8,0,0,0,1,0.46,0.4545,0.88,0,25,82,107,82
6644,10/9/2011,4,0,10,9,0,0,0,1,0.5,0.4848,0.77,0,66,119,185,119
6645,10/9/2011,4,0,10,10,0,0,0,1,0.56,0.5303,0.68,0.0896,155,210,365,210
6646,10/9/2011,4,0,10,11,0,0,0,1,0.62,0.6212,0.53,0.0896,189,234,423,234
6647,10/9/2011,4,0,10,12,0,0,0,1,0.64,0.6212,0.44,0.0896,212,243,455,243
6648,10/9/2011,4,0,10,13,0,0,0,1,0.66,0.6212,0.44,0.0896,225,193,418,193
6649,10/9/2011,4,0,10,14,0,0,0,1,0.68,0.6364,0.47,0.1642,272,228,500,228
6650,10/9/2011,4,0,10,15,0,0,0,1,0.68,0.6364,0.51,0.1642,198,209,407,209
6651,10/9/2011,4,0,10,16,0,0,0,1,0.66,0.6212,0.5,0.1343,223,247,470,247
6652,10/9/2011,4,0,10,17,0,0,0,1,0.62,0.6061,0.61,0.1045,208,230,438,230
6653,10/9/2011,4,0,10,18,0,0,0,1,0.64,0.6212,0.5,0.1045,186,228,414,228
6654,10/9/2011,4,0,10,19,0,0,0,1,0.56,0.5303,0.73,0.0896,116,186,302,186
6655,10/9/2011,4,0,10,20,0,0,0,1,0.56,0.5303,0.73,0.1045,59,134,193,134
6656,10/9/2011,4,0,10,21,0,0,0,1,0.54,0.5152,0.83,0.1045,53,120,173,120
6657,10/9/2011,4,0,10,22,0,0,0,2,0.52,0.5,0.94,0,48,104,152,104
6658,10/9/2011,4,0,10,23,0,0,0,1,0.5,0.4848,0.88,0.1045,38,85,123,85
6659,10/10/2011,4,0,10,0,1,1,0,1,0.5,0.4848,0.94,0,11,42,53,42
6660,10/10/2011,4,0,10,1,1,1,0,1,0.48,0.4697,0.88,0,4,30,34,30
6661,10/10/2011,4,0,10,2,1,1,0,1,0.48,0.4697,0.88,0,4,15,19,15
6662,10/10/2011,4,0,10,3,1,1,0,1,0.46,0.4545,0.88,0,2,9,11,9
6663,10/10/2011,4,0,10,4,1,1,0,1,0.46,0.4545,0.94,0,2,4,6,4
6664,10/10/2011,4,0,10,5,1,1,0,1,0.46,0.4545,0.94,0,2,19,21,19
6665,10/10/2011,4,0,10,6,1,1,0,1,0.44,0.4394,0.94,0,5,39,44,39
6666,10/10/2011,4,0,10,7,1,1,0,1,0.46,0.4545,0.88,0,12,102,114,102
6667,10/10/2011,4,0,10,8,1,1,0,1,0.52,0.5,0.83,0,27,227,254,227
6668,10/10/2011,4,0,10,9,1,1,0,1,0.54,0.5152,0.77,0,58,161,219,161
6669,10/10/2011,4,0,10,10,1,1,0,1,0.56,0.5303,0.73,0.1642,107,158,265,158
6670,10/10/2011,4,0,10,11,1,1,0,1,0.62,0.6061,0.69,0.0896,139,183,322,183
6671,10/10/2011,4,0,10,12,1,1,0,2,0.7,0.6515,0.48,0.0896,164,201,365,201
6672,10/10/2011,4,0,10,13,1,1,0,1,0.72,0.6515,0.37,0,146,219,365,219
6673,10/10/2011,4,0,10,14,1,1,0,1,0.74,0.6515,0.37,0,147,223,370,223
6674,10/10/2011,4,0,10,15,1,1,0,2,0.72,0.6515,0.42,0.1045,130,254,384,254
6675,10/10/2011,4,0,10,16,1,1,0,2,0.7,0.6364,0.45,0.0896,154,248,402,248
6676,10/10/2011,4,0,10,17,1,1,0,2,0.66,0.6212,0.54,0.1045,125,334,459,334
6677,10/10/2011,4,0,10,18,1,1,0,2,0.64,0.6212,0.53,0,108,365,473,365
6678,10/10/2011,4,0,10,19,1,1,0,2,0.58,0.5455,0.78,0.0896,69,267,336,267
6679,10/10/2011,4,0,10,20,1,1,0,1,0.6,0.5909,0.73,0,37,188,225,188
6680,10/10/2011,4,0,10,21,1,1,0,1,0.56,0.5303,0.88,0.0896,27,148,175,148
6681,10/10/2011,4,0,10,22,1,1,0,1,0.56,0.5303,0.88,0.0896,22,104,126,104
6682,10/10/2011,4,0,10,23,1,1,0,2,0.54,0.5152,0.88,0.1045,12,63,75,63
6683,10/11/2011,4,0,10,0,0,2,1,2,0.54,0.5152,0.88,0,14,16,30,16
6684,10/11/2011,4,0,10,1,0,2,1,2,0.52,0.5,0.94,0.0896,2,9,11,9
6685,10/11/2011,4,0,10,2,0,2,1,2,0.52,0.5,0.94,0.1343,1,4,5,4
6686,10/11/2011,4,0,10,3,0,2,1,2,0.52,0.5,0.88,0.1045,2,1,3,1
6687,10/11/2011,4,0,10,4,0,2,1,2,0.52,0.5,0.88,0.1343,0,5,5,5
6688,10/11/2011,4,0,10,5,0,2,1,2,0.52,0.5,0.88,0,0,20,20,20
6689,10/11/2011,4,0,10,6,0,2,1,1,0.52,0.5,0.83,0.0896,9,114,123,114
6690,10/11/2011,4,0,10,7,0,2,1,2,0.52,0.5,0.88,0.0896,19,333,352,333
6691,10/11/2011,4,0,10,8,0,2,1,2,0.56,0.5303,0.83,0.1045,31,375,406,375
6692,10/11/2011,4,0,10,9,0,2,1,2,0.6,0.5909,0.69,0,40,195,235,195
6693,10/11/2011,4,0,10,10,0,2,1,2,0.6,0.5909,0.69,0.1343,38,111,149,111
6694,10/11/2011,4,0,10,11,0,2,1,2,0.6,0.5909,0.73,0.1642,31,92,123,92
6695,10/11/2011,4,0,10,12,0,2,1,2,0.6,0.5909,0.73,0.1642,51,130,181,130
6696,10/11/2011,4,0,10,13,0,2,1,2,0.6,0.5909,0.73,0.194,42,138,180,138
6697,10/11/2011,4,0,10,14,0,2,1,3,0.6,0.5909,0.73,0.1045,54,117,171,117
6698,10/11/2011,4,0,10,15,0,2,1,2,0.6,0.5758,0.78,0.1642,36,139,175,139
6699,10/11/2011,4,0,10,16,0,2,1,2,0.6,0.5909,0.73,0.1642,63,257,320,257
6700,10/11/2011,4,0,10,17,0,2,1,2,0.6,0.5758,0.78,0.2537,70,534,604,534
6701,10/11/2011,4,0,10,18,0,2,1,2,0.6,0.5758,0.78,0.2239,46,493,539,493
6702,10/11/2011,4,0,10,19,0,2,1,2,0.58,0.5455,0.83,0.2239,33,285,318,285
6703,10/11/2011,4,0,10,20,0,2,1,2,0.58,0.5455,0.83,0.2239,31,203,234,203
6704,10/11/2011,4,0,10,21,0,2,1,2,0.58,0.5455,0.78,0.194,17,158,175,158
6705,10/11/2011,4,0,10,22,0,2,1,2,0.56,0.5303,0.83,0.194,27,120,147,120
6706,10/11/2011,4,0,10,23,0,2,1,2,0.56,0.5303,0.83,0.2836,10,47,57,47
6707,10/12/2011,4,0,10,0,0,3,1,2,0.56,0.5303,0.83,0.1343,2,23,25,23
6708,10/12/2011,4,0,10,1,0,3,1,3,0.56,0.5303,0.83,0.1343,2,8,10,8
6709,10/12/2011,4,0,10,2,0,3,1,2,0.56,0.5303,0.83,0.2836,0,2,2,2
6710,10/12/2011,4,0,10,3,0,3,1,3,0.54,0.5152,0.94,0.2985,0,2,2,2
6711,10/12/2011,4,0,10,4,0,3,1,3,0.54,0.5152,0.94,0.3881,1,6,7,6
6712,10/12/2011,4,0,10,5,0,3,1,2,0.54,0.5152,0.88,0.3284,0,22,22,22
6713,10/12/2011,4,0,10,6,0,3,1,2,0.54,0.5152,0.88,0.2537,5,107,112,107
6714,10/12/2011,4,0,10,7,0,3,1,2,0.54,0.5152,0.88,0.3881,15,244,259,244
6715,10/12/2011,4,0,10,8,0,3,1,2,0.54,0.5152,0.88,0.3881,27,377,404,377
6716,10/12/2011,4,0,10,9,0,3,1,2,0.54,0.5152,0.88,0.4478,14,183,197,183
6717,10/12/2011,4,0,10,10,0,3,1,2,0.54,0.5152,0.88,0.3881,15,98,113,98
6718,10/12/2011,4,0,10,11,0,3,1,3,0.54,0.5152,0.94,0.3284,18,102,120,102
6719,10/12/2011,4,0,10,12,0,3,1,3,0.54,0.5152,0.88,0.3284,9,53,62,53
6720,10/12/2011,4,0,10,13,0,3,1,3,0.54,0.5152,0.88,0.2239,25,76,101,76
6721,10/12/2011,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.2836,8,70,78,70
6722,10/12/2011,4,0,10,15,0,3,1,3,0.54,0.5152,0.94,0.2537,3,42,45,42
6723,10/12/2011,4,0,10,16,0,3,1,2,0.56,0.5303,0.88,0.2239,5,50,55,50
6724,10/12/2011,4,0,10,17,0,3,1,3,0.54,0.5152,0.94,0.2239,16,235,251,235
6725,10/12/2011,4,0,10,18,0,3,1,3,0.54,0.5152,0.94,0.1343,11,161,172,161
6726,10/12/2011,4,0,10,19,0,3,1,3,0.54,0.5152,0.94,0.1343,7,102,109,102
6727,10/12/2011,4,0,10,20,0,3,1,3,0.54,0.5152,0.94,0.1045,9,81,90,81
6728,10/12/2011,4,0,10,21,0,3,1,3,0.54,0.5152,1,0.1045,9,74,83,74
6729,10/12/2011,4,0,10,22,0,3,1,3,0.54,0.5152,0.94,0.0896,3,40,43,40
6730,10/12/2011,4,0,10,23,0,3,1,3,0.54,0.5152,0.94,0.0896,13,41,54,41
6731,10/13/2011,4,0,10,0,0,4,1,2,0.54,0.5152,0.94,0.1343,1,14,15,14
6732,10/13/2011,4,0,10,1,0,4,1,2,0.54,0.5152,0.94,0,3,9,12,9
6733,10/13/2011,4,0,10,2,0,4,1,2,0.54,0.5152,0.94,0,0,4,4,4
6734,10/13/2011,4,0,10,3,0,4,1,2,0.54,0.5152,1,0.194,2,4,6,4
6735,10/13/2011,4,0,10,4,0,4,1,2,0.54,0.5152,1,0.1045,2,5,7,5
6736,10/13/2011,4,0,10,5,0,4,1,2,0.54,0.5152,1,0.1045,1,16,17,16
6737,10/13/2011,4,0,10,6,0,4,1,3,0.54,0.5152,1,0.0896,1,51,52,51
6738,10/13/2011,4,0,10,7,0,4,1,3,0.54,0.5152,1,0.1343,5,76,81,76
6739,10/13/2011,4,0,10,8,0,4,1,3,0.54,0.5152,1,0.0896,10,199,209,199
6740,10/13/2011,4,0,10,9,0,4,1,3,0.56,0.5303,1,0.1045,3,106,109,106
6741,10/13/2011,4,0,10,10,0,4,1,3,0.56,0.5303,1,0.1343,16,53,69,53
6742,10/13/2011,4,0,10,11,0,4,1,2,0.62,0.5758,0.83,0,8,76,84,76
6743,10/13/2011,4,0,10,12,0,4,1,2,0.62,0.5606,0.88,0,10,95,105,95
6744,10/13/2011,4,0,10,13,0,4,1,2,0.64,0.5758,0.83,0.1642,20,142,162,142
6745,10/13/2011,4,0,10,14,0,4,1,1,0.66,0.6061,0.78,0.194,22,111,133,111
6746,10/13/2011,4,0,10,15,0,4,1,1,0.66,0.6061,0.78,0.194,27,128,155,128
6747,10/13/2011,4,0,10,16,0,4,1,1,0.66,0.6212,0.74,0.2239,36,240,276,240
6748,10/13/2011,4,0,10,17,0,4,1,3,0.62,0.5758,0.83,0.2537,47,432,479,432
6749,10/13/2011,4,0,10,18,0,4,1,3,0.62,0.5758,0.83,0.2537,20,248,268,248
6750,10/13/2011,4,0,10,19,0,4,1,2,0.62,0.5758,0.83,0.1642,18,187,205,187
6751,10/13/2011,4,0,10,20,0,4,1,1,0.62,0.5758,0.83,0.2836,15,166,181,166
6752,10/13/2011,4,0,10,21,0,4,1,1,0.62,0.5758,0.83,0.194,8,115,123,115
6753,10/13/2011,4,0,10,22,0,4,1,1,0.62,0.5758,0.83,0.194,13,101,114,101
6754,10/13/2011,4,0,10,23,0,4,1,2,0.58,0.5455,0.88,0.194,2,45,47,45
6755,10/14/2011,4,0,10,0,0,5,1,1,0.58,0.5455,0.94,0.0896,10,29,39,29
6756,10/14/2011,4,0,10,1,0,5,1,1,0.58,0.5455,0.94,0.1343,8,16,24,16
6757,10/14/2011,4,0,10,2,0,5,1,1,0.56,0.5303,0.94,0.1642,0,6,6,6
6758,10/14/2011,4,0,10,3,0,5,1,1,0.56,0.5303,0.94,0.1343,1,6,7,6
6759,10/14/2011,4,0,10,4,0,5,1,1,0.56,0.5303,0.94,0.194,0,8,8,8
6760,10/14/2011,4,0,10,5,0,5,1,2,0.56,0.5303,0.94,0.1642,0,17,17,17
6761,10/14/2011,4,0,10,6,0,5,1,3,0.56,0.5303,0.88,0.194,4,90,94,90
6762,10/14/2011,4,0,10,7,0,5,1,3,0.56,0.5303,0.88,0.194,10,137,147,137
6763,10/14/2011,4,0,10,8,0,5,1,2,0.56,0.5303,0.9,0.1642,23,186,209,186
6764,10/14/2011,4,0,10,9,0,5,1,2,0.56,0.5303,0.94,0.2239,16,164,180,164
6765,10/14/2011,4,0,10,10,0,5,1,3,0.54,0.5152,0.88,0.3582,17,108,125,108
6766,10/14/2011,4,0,10,11,0,5,1,3,0.52,0.5,0.88,0.1642,11,76,87,76
6767,10/14/2011,4,0,10,12,0,5,1,3,0.52,0.5,0.88,0.1642,13,62,75,62
6768,10/14/2011,4,0,10,13,0,5,1,1,0.56,0.5303,0.73,0.3582,18,114,132,114
6769,10/14/2011,4,0,10,14,0,5,1,1,0.62,0.6212,0.43,0.3582,37,119,156,119
6770,10/14/2011,4,0,10,15,0,5,1,1,0.62,0.6212,0.43,0.2836,61,169,230,169
6771,10/14/2011,4,0,10,16,0,5,1,1,0.6,0.6212,0.43,0.2239,80,264,344,264
6772,10/14/2011,4,0,10,17,0,5,1,1,0.58,0.5455,0.46,0.4179,55,426,481,426
6773,10/14/2011,4,0,10,18,0,5,1,1,0.54,0.5152,0.39,0.2836,62,361,423,361
6774,10/14/2011,4,0,10,19,0,5,1,1,0.54,0.5152,0.39,0.3284,27,221,248,221
6775,10/14/2011,4,0,10,20,0,5,1,1,0.52,0.5,0.42,0.194,19,177,196,177
6776,10/14/2011,4,0,10,21,0,5,1,1,0.5,0.4848,0.45,0.194,22,156,178,156
6777,10/14/2011,4,0,10,22,0,5,1,1,0.46,0.4545,0.59,0.2239,20,123,143,123
6778,10/14/2011,4,0,10,23,0,5,1,1,0.46,0.4545,0.59,0.1642,15,80,95,80
6779,10/15/2011,4,0,10,0,0,6,0,1,0.46,0.4545,0.55,0.1045,18,88,106,88
6780,10/15/2011,4,0,10,1,0,6,0,1,0.46,0.4545,0.55,0.2537,9,64,73,64
6781,10/15/2011,4,0,10,2,0,6,0,1,0.46,0.4545,0.59,0.194,17,39,56,39
6782,10/15/2011,4,0,10,3,0,6,0,1,0.44,0.4394,0.62,0.194,5,18,23,18
6783,10/15/2011,4,0,10,4,0,6,0,1,0.42,0.4242,0.67,0.1343,0,6,6,6
6784,10/15/2011,4,0,10,5,0,6,0,1,0.42,0.4242,0.71,0.1642,1,6,7,6
6785,10/15/2011,4,0,10,6,0,6,0,1,0.4,0.4091,0.71,0,5,15,20,15
6786,10/15/2011,4,0,10,7,0,6,0,1,0.4,0.4091,0.76,0.1045,17,40,57,40
6787,10/15/2011,4,0,10,8,0,6,0,1,0.46,0.4545,0.59,0.2836,24,101,125,101
6788,10/15/2011,4,0,10,9,0,6,0,1,0.52,0.5,0.48,0.2985,50,157,207,157
6789,10/15/2011,4,0,10,10,0,6,0,1,0.54,0.5152,0.45,0.4478,115,207,322,207
6790,10/15/2011,4,0,10,11,0,6,0,1,0.56,0.5303,0.4,0.3881,153,221,374,221
6791,10/15/2011,4,0,10,12,0,6,0,1,0.58,0.5455,0.35,0.5522,195,261,456,261
6792,10/15/2011,4,0,10,13,0,6,0,1,0.6,0.6212,0.35,0.4627,171,223,394,223
6793,10/15/2011,4,0,10,14,0,6,0,1,0.6,0.6212,0.33,0.4627,242,230,472,230
6794,10/15/2011,4,0,10,15,0,6,0,1,0.62,0.6212,0.31,0.4925,166,211,377,211
6795,10/15/2011,4,0,10,16,0,6,0,1,0.62,0.6212,0.29,0.3881,179,264,443,264
6796,10/15/2011,4,0,10,17,0,6,0,1,0.58,0.5455,0.32,0.2836,177,264,441,264
6797,10/15/2011,4,0,10,18,0,6,0,1,0.54,0.5152,0.39,0.194,121,251,372,251
6798,10/15/2011,4,0,10,19,0,6,0,1,0.5,0.4848,0.51,0.1343,61,177,238,177
6799,10/15/2011,4,0,10,20,0,6,0,1,0.5,0.4848,0.48,0.1343,42,137,179,137
6800,10/15/2011,4,0,10,21,0,6,0,1,0.5,0.4848,0.42,0.2239,53,115,168,115
6801,10/15/2011,4,0,10,22,0,6,0,1,0.5,0.4848,0.36,0.1343,45,121,166,121
6802,10/15/2011,4,0,10,23,0,6,0,1,0.48,0.4697,0.41,0.1642,33,102,135,102
6803,10/16/2011,4,0,10,0,0,0,0,1,0.46,0.4545,0.44,0.1343,22,85,107,85
6804,10/16/2011,4,0,10,1,0,0,0,1,0.44,0.4394,0.47,0.1343,13,64,77,64
6805,10/16/2011,4,0,10,2,0,0,0,1,0.42,0.4242,0.54,0.1343,13,52,65,52
6806,10/16/2011,4,0,10,3,0,0,0,1,0.42,0.4242,0.54,0.1343,11,31,42,31
6807,10/16/2011,4,0,10,4,0,0,0,1,0.42,0.4242,0.54,0.194,5,7,12,7
6808,10/16/2011,4,0,10,5,0,0,0,1,0.42,0.4242,0.54,0.1642,1,6,7,6
6809,10/16/2011,4,0,10,6,0,0,0,1,0.38,0.3939,0.66,0.1642,3,7,10,7
6810,10/16/2011,4,0,10,7,0,0,0,1,0.4,0.4091,0.62,0.1343,9,39,48,39
6811,10/16/2011,4,0,10,8,0,0,0,1,0.44,0.4394,0.62,0.194,28,71,99,71
6812,10/16/2011,4,0,10,9,0,0,0,1,0.5,0.4848,0.45,0.2239,39,151,190,151
6813,10/16/2011,4,0,10,10,0,0,0,1,0.54,0.5152,0.45,0.2537,121,226,347,226
6814,10/16/2011,4,0,10,11,0,0,0,1,0.56,0.5303,0.35,0.2836,159,218,377,218
6815,10/16/2011,4,0,10,12,0,0,0,1,0.58,0.5455,0.35,0.2537,167,277,444,277
6816,10/16/2011,4,0,10,13,0,0,0,1,0.6,0.6212,0.35,0.2985,169,269,438,269
6817,10/16/2011,4,0,10,14,0,0,0,1,0.6,0.6212,0.4,0.2985,204,258,462,258
6818,10/16/2011,4,0,10,15,0,0,0,1,0.62,0.6212,0.35,0.3881,182,230,412,230
6819,10/16/2011,4,0,10,16,0,0,0,1,0.6,0.6212,0.46,0.3881,177,289,466,289
6820,10/16/2011,4,0,10,17,0,0,0,1,0.58,0.5455,0.49,0.4627,152,253,405,253
6821,10/16/2011,4,0,10,18,0,0,0,1,0.56,0.5303,0.49,0.4478,102,226,328,226
6822,10/16/2011,4,0,10,19,0,0,0,1,0.54,0.5152,0.52,0.3881,52,181,233,181
6823,10/16/2011,4,0,10,20,0,0,0,1,0.54,0.5152,0.52,0.4627,49,129,178,129
6824,10/16/2011,4,0,10,21,0,0,0,1,0.54,0.5152,0.52,0.3881,14,88,102,88
6825,10/16/2011,4,0,10,22,0,0,0,1,0.56,0.5303,0.49,0.4179,42,88,130,88
6826,10/16/2011,4,0,10,23,0,0,0,1,0.56,0.5303,0.52,0.4179,14,48,62,48
6827,10/17/2011,4,0,10,0,0,1,1,1,0.54,0.5152,0.56,0.3284,12,25,37,25
6828,10/17/2011,4,0,10,1,0,1,1,1,0.56,0.5303,0.54,0.3881,2,15,17,15
6829,10/17/2011,4,0,10,2,0,1,1,1,0.56,0.5303,0.54,0.3881,4,3,7,3
6830,10/17/2011,4,0,10,3,0,1,1,1,0.56,0.5303,0.49,0.194,0,2,2,2
6831,10/17/2011,4,0,10,4,0,1,1,1,0.52,0.5,0.59,0.1642,2,3,5,3
6832,10/17/2011,4,0,10,5,0,1,1,1,0.5,0.4848,0.63,0.2985,1,28,29,28
6833,10/17/2011,4,0,10,6,0,1,1,1,0.5,0.4848,0.55,0.2537,7,107,114,107
6834,10/17/2011,4,0,10,7,0,1,1,2,0.5,0.4848,0.55,0.1642,10,299,309,299
6835,10/17/2011,4,0,10,8,0,1,1,2,0.5,0.4848,0.51,0.2537,33,381,414,381
6836,10/17/2011,4,0,10,9,0,1,1,2,0.5,0.4848,0.45,0.2836,26,180,206,180
6837,10/17/2011,4,0,10,10,0,1,1,1,0.52,0.5,0.45,0.1642,43,92,135,92
6838,10/17/2011,4,0,10,11,0,1,1,1,0.56,0.5303,0.43,0,35,131,166,131
6839,10/17/2011,4,0,10,12,0,1,1,1,0.56,0.5303,0.4,0.0896,39,166,205,166
6840,10/17/2011,4,0,10,13,0,1,1,1,0.56,0.5303,0.46,0.0896,49,156,205,156
6841,10/17/2011,4,0,10,14,0,1,1,1,0.58,0.5455,0.49,0.194,44,122,166,122
6842,10/17/2011,4,0,10,15,0,1,1,1,0.56,0.5303,0.6,0.2537,66,142,208,142
6843,10/17/2011,4,0,10,16,0,1,1,1,0.58,0.5455,0.56,0.2537,64,238,302,238
6844,10/17/2011,4,0,10,17,0,1,1,1,0.56,0.5303,0.64,0.1343,80,540,620,540
6845,10/17/2011,4,0,10,18,0,1,1,1,0.56,0.5303,0.6,0,49,469,518,469
6846,10/17/2011,4,0,10,19,0,1,1,1,0.54,0.5152,0.68,0.1045,45,288,333,288
6847,10/17/2011,4,0,10,20,0,1,1,1,0.52,0.5,0.77,0.1045,40,189,229,189
6848,10/17/2011,4,0,10,21,0,1,1,1,0.5,0.4848,0.77,0.1045,36,141,177,141
6849,10/17/2011,4,0,10,22,0,1,1,1,0.5,0.4848,0.77,0,16,88,104,88
6850,10/17/2011,4,0,10,23,0,1,1,2,0.48,0.4697,0.88,0,10,52,62,52
6851,10/18/2011,4,0,10,0,0,2,1,1,0.48,0.4697,0.82,0,8,23,31,23
6852,10/18/2011,4,0,10,1,0,2,1,2,0.46,0.4545,0.88,0,4,7,11,7
6853,10/18/2011,4,0,10,2,0,2,1,1,0.44,0.4394,0.94,0.0896,1,4,5,4
6854,10/18/2011,4,0,10,3,0,2,1,1,0.44,0.4394,0.94,0.0896,0,1,1,1
6855,10/18/2011,4,0,10,4,0,2,1,2,0.44,0.4394,0.94,0.1045,0,4,4,4
6856,10/18/2011,4,0,10,5,0,2,1,2,0.46,0.4545,0.88,0,2,19,21,19
6857,10/18/2011,4,0,10,6,0,2,1,1,0.46,0.4545,0.82,0.0896,4,105,109,105
6858,10/18/2011,4,0,10,7,0,2,1,1,0.46,0.4545,0.88,0.0896,15,326,341,326
6859,10/18/2011,4,0,10,8,0,2,1,1,0.5,0.4848,0.77,0.0896,25,474,499,474
6860,10/18/2011,4,0,10,9,0,2,1,2,0.52,0.5,0.77,0.0896,29,198,227,198
6861,10/18/2011,4,0,10,10,0,2,1,2,0.56,0.5303,0.68,0,27,75,102,75
6862,10/18/2011,4,0,10,11,0,2,1,2,0.6,0.6212,0.49,0.1045,35,112,147,112
6863,10/18/2011,4,0,10,12,0,2,1,2,0.62,0.6212,0.43,0.0896,42,159,201,159
6864,10/18/2011,4,0,10,13,0,2,1,2,0.64,0.6212,0.38,0.194,48,171,219,171
6865,10/18/2011,4,0,10,14,0,2,1,2,0.62,0.6212,0.41,0.1642,32,137,169,137
6866,10/18/2011,4,0,10,15,0,2,1,1,0.62,0.6212,0.5,0.194,66,139,205,139
6867,10/18/2011,4,0,10,16,0,2,1,1,0.62,0.6212,0.57,0.2537,58,246,304,246
6868,10/18/2011,4,0,10,17,0,2,1,1,0.6,0.6061,0.6,0.1343,72,553,625,553
6869,10/18/2011,4,0,10,18,0,2,1,1,0.56,0.5303,0.68,0.1045,58,512,570,512
6870,10/18/2011,4,0,10,19,0,2,1,1,0.56,0.5303,0.6,0.1045,31,286,317,286
6871,10/18/2011,4,0,10,20,0,2,1,1,0.54,0.5152,0.64,0.1642,23,204,227,204
6872,10/18/2011,4,0,10,21,0,2,1,2,0.54,0.5152,0.68,0.1343,28,178,206,178
6873,10/18/2011,4,0,10,22,0,2,1,2,0.52,0.5,0.77,0.1642,22,115,137,115
6874,10/18/2011,4,0,10,23,0,2,1,2,0.52,0.5,0.77,0.194,7,63,70,63
6875,10/19/2011,4,0,10,0,0,3,1,2,0.52,0.5,0.77,0.194,11,23,34,23
6876,10/19/2011,4,0,10,1,0,3,1,2,0.52,0.5,0.77,0.194,7,9,16,9
6877,10/19/2011,4,0,10,2,0,3,1,2,0.52,0.5,0.77,0.194,1,6,7,6
6878,10/19/2011,4,0,10,4,0,3,1,3,0.5,0.4848,0.94,0.194,0,3,3,3
6879,10/19/2011,4,0,10,5,0,3,1,3,0.5,0.4848,1,0.1045,0,3,3,3
6880,10/19/2011,4,0,10,6,0,3,1,3,0.52,0.5,0.83,0.2537,3,28,31,28
6881,10/19/2011,4,0,10,7,0,3,1,3,0.52,0.5,0.77,0.2537,1,67,68,67
6882,10/19/2011,4,0,10,8,0,3,1,3,0.54,0.5152,0.7,0.4925,10,200,210,200
6883,10/19/2011,4,0,10,9,0,3,1,3,0.52,0.5,0.88,0.4925,17,185,202,185
6884,10/19/2011,4,0,10,10,0,3,1,3,0.52,0.5,0.88,0.4925,14,109,123,109
6885,10/19/2011,4,0,10,11,0,3,1,3,0.52,0.5,0.94,0.2537,33,116,149,116
6886,10/19/2011,4,0,10,12,0,3,1,3,0.52,0.5,0.94,0.3284,13,117,130,117
6887,10/19/2011,4,0,10,13,0,3,1,2,0.54,0.5152,0.94,0.2836,20,86,106,86
6888,10/19/2011,4,0,10,14,0,3,1,3,0.54,0.5152,0.94,0.1642,17,80,97,80
6889,10/19/2011,4,0,10,15,0,3,1,3,0.54,0.5152,1,0.1343,21,99,120,99
6890,10/19/2011,4,0,10,16,0,3,1,3,0.56,0.5303,0.94,0.1642,21,180,201,180
6891,10/19/2011,4,0,10,17,0,3,1,3,0.56,0.5303,0.94,0.1642,11,170,181,170
6892,10/19/2011,4,0,10,18,0,3,1,3,0.56,0.5303,1,0.1642,8,132,140,132
6893,10/19/2011,4,0,10,19,0,3,1,2,0.6,0.5455,0.88,0.1343,8,189,197,189
6894,10/19/2011,4,0,10,20,0,3,1,3,0.6,0.5152,0.94,0.0896,5,140,145,140
6895,10/19/2011,4,0,10,21,0,3,1,2,0.58,0.5455,0.94,0.1343,6,79,85,79
6896,10/19/2011,4,0,10,22,0,3,1,2,0.58,0.5455,0.94,0.3582,13,94,107,94
6897,10/19/2011,4,0,10,23,0,3,1,2,0.58,0.5455,0.94,0.3582,14,55,69,55
6898,10/20/2011,4,0,10,0,0,4,1,1,0.56,0.5303,0.94,0.2985,4,22,26,22
6899,10/20/2011,4,0,10,1,0,4,1,1,0.56,0.5303,0.88,0.3582,4,11,15,11
6900,10/20/2011,4,0,10,2,0,4,1,1,0.56,0.5303,0.88,0.4478,0,4,4,4
6901,10/20/2011,4,0,10,3,0,4,1,1,0.5,0.4848,0.82,0.4627,0,1,1,1
6902,10/20/2011,4,0,10,4,0,4,1,1,0.5,0.4848,0.82,0.4627,2,6,8,6
6903,10/20/2011,4,0,10,5,0,4,1,1,0.48,0.4697,0.82,0.3582,2,24,26,24
6904,10/20/2011,4,0,10,6,0,4,1,1,0.44,0.4394,0.82,0.4179,5,87,92,87
6905,10/20/2011,4,0,10,7,0,4,1,1,0.42,0.4242,0.77,0.4478,15,303,318,303
6906,10/20/2011,4,0,10,8,0,4,1,1,0.44,0.4394,0.67,0.5224,17,409,426,409
6907,10/20/2011,4,0,10,9,0,4,1,1,0.44,0.4394,0.67,0.5821,26,197,223,197
6908,10/20/2011,4,0,10,10,0,4,1,1,0.46,0.4545,0.59,0.4478,25,105,130,105
6909,10/20/2011,4,0,10,11,0,4,1,1,0.48,0.4697,0.55,0.5224,30,99,129,99
6910,10/20/2011,4,0,10,12,0,4,1,1,0.48,0.4697,0.48,0.5224,28,171,199,171
6911,10/20/2011,4,0,10,13,0,4,1,1,0.5,0.4848,0.45,0.5821,28,136,164,136
